Index,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntRegularProds,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpOverall,Complain,Age,Customer_Days,marital_status,education
2077,79803,0,1,54,574,8,216,21,16,802,33,835,1,4,3,5,1,0,0,0,0,0,0,0,62,2186,Divorced,Graduation
2078,80910,0,0,71,160,80,369,67,39,674,41,715,1,3,3,8,1,0,0,0,0,0,0,0,34,2765,Single,2n Cycle
2079,27590,1,0,38,6,0,5,0,0,10,1,11,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,Together,Master
2080,56775,0,1,62,614,35,160,58,35,867,35,902,2,5,8,10,5,0,0,0,0,0,0,0,41,2702,Married,Graduation
2081,83829,0,0,78,897,161,430,186,161,1808,27,1835,0,4,7,6,1,1,0,1,0,1,3,0,45,2423,Divorced,Graduation
2082,54210,0,1,18,70,54,109,80,9,277,45,322,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,Married,2n Cycle
2083,38508,1,0,95,120,19,206,25,19,335,54,389,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,Married,Graduation
2084,53187,1,0,66,211,2,30,7,7,247,10,257,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,Together,Graduation
2085,30023,1,0,28,11,0,16,7,6,19,21,40,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,Married,Graduation
2086,76045,0,0,78,760,53,400,17,93,1323,0,1323,1,4,5,11,2,1,0,0,0,0,1,0,60,2385,Single,PHD
2087,50870,0,1,13,53,0,8,0,0,59,2,61,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,Married,PHD
2088,15315,0,0,27,7,4,13,15,8,30,17,47,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,Married,2n Cycle
2089,65463,1,0,17,391,32,70,21,32,530,16,546,2,6,2,9,5,0,0,0,1,0,1,0,46,2309,Married,2n Cycle
2090,66480,1,1,71,199,9,57,20,21,300,6,306,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,Married,Graduation
2091,76773,0,0,79,516,56,449,86,33,1124,16,1140,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,Divorced,Graduation
2092,81698,0,0,1,709,45,115,30,160,1014,45,1059,1,8,2,5,5,1,0,0,0,0,1,0,37,2644,Single,2n Cycle
2093,54466,1,1,78,12,0,4,0,0,16,0,16,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,Single,PHD
2094,98777,0,0,23,1000,19,711,125,115,1932,38,1970,0,4,6,9,1,0,0,0,1,0,1,0,60,2291,Single,Master
2095,16269,1,0,75,19,3,18,3,1,44,0,44,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,Single,PHD
2096,71819,0,1,70,1224,28,140,0,14,1238,168,1406,3,3,3,5,6,0,0,0,1,1,2,0,49,2464,Together,Graduation
2097,33569,1,0,10,16,2,18,3,0,15,24,39,1,1,1,2,8,0,0,1,0,0,1,0,37,2415,Married,PHD
2098,36262,0,0,24,88,39,54,64,28,120,153,273,1,3,5,3,6,0,0,1,0,0,1,0,37,2441,Married,Master
2099,22634,0,0,47,2,23,11,8,6,4,46,50,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,Together,Basic
2100,47025,0,1,98,508,11,59,23,5,577,29,606,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,Married,2n Cycle
2101,70566,0,1,4,381,28,215,84,28,715,21,736,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,Single,Graduation
2102,31605,1,0,15,74,0,42,2,1,113,6,119,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,Married,PHD
2103,52034,1,1,67,146,0,93,7,13,186,73,259,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,Divorced,Master
2104,48526,1,0,32,23,17,23,43,20,117,9,126,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,Single,Graduation
2105,46734,0,1,40,110,5,137,26,23,272,29,301,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,Married,Graduation
2106,39552,1,1,54,165,3,147,4,24,302,41,343,7,6,2,5,8,0,0,0,0,0,0,0,58,2717,Divorced,Graduation
2107,86358,1,1,78,957,47,494,82,47,1532,95,1627,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,Single,Graduation
2108,46931,2,1,94,41,0,17,3,1,46,16,62,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,Together,Graduation
2109,16581,0,0,51,1,3,4,2,3,2,11,13,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,Single,Basic
2110,63998,0,0,42,176,29,818,0,33,944,112,1056,1,7,6,11,4,0,0,0,0,0,0,0,68,2350,Divorced,2n Cycle
2111,67381,0,1,67,815,8,53,11,0,817,70,887,4,2,2,9,7,0,0,0,1,0,1,0,69,2689,Married,Master
2112,25930,1,1,87,6,1,2,2,0,7,4,11,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,Single,Graduation
2113,42693,1,0,29,8,4,20,6,3,25,16,41,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,Married,Graduation
2114,85606,0,1,89,717,42,864,219,30,1788,84,1872,2,6,7,9,3,1,0,0,0,0,1,0,44,2753,Together,Graduation
2115,72903,0,0,74,1067,138,750,0,19,1935,39,1974,1,7,5,8,4,1,0,0,1,1,3,0,35,2402,Single,Graduation
2116,49669,1,0,97,166,5,107,11,8,268,29,297,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,Together,2n Cycle
2117,36778,1,1,63,29,4,34,2,4,69,4,73,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,Married,PHD
2118,85696,0,0,88,714,76,395,116,0,1289,12,1301,1,4,6,9,1,0,0,0,0,0,0,0,58,2581,Divorced,PHD
2119,10979,0,0,34,8,4,10,2,2,22,4,26,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,Divorced,Master
2120,49678,0,1,81,229,5,56,3,2,275,20,295,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,Married,Graduation
2121,56129,0,1,65,320,48,133,39,72,564,48,612,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,Together,Master
2122,37155,1,0,51,23,0,26,7,15,68,3,71,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,Married,Graduation
2123,21282,1,0,76,1,5,8,4,8,6,20,26,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,Divorced,2n Cycle
2124,33419,0,1,76,56,0,12,0,0,50,18,68,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,Single,PHD
2125,63285,0,0,84,508,124,249,50,38,835,134,969,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,Widow,Graduation
2126,21255,1,0,56,29,0,25,2,2,55,3,58,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,Together,Master
2127,42162,1,0,31,46,7,59,2,4,91,27,118,2,3,1,3,6,0,0,1,0,0,1,0,39,2381,Together,Graduation
2128,54450,1,1,0,454,0,171,8,19,620,32,652,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,Together,Graduation
2129,57744,0,1,91,350,3,39,0,0,373,19,392,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,Married,PHD
2130,26576,1,0,40,10,0,8,0,0,9,9,18,1,1,0,2,9,0,0,1,0,0,1,0,34,2783,Single,Graduation
2131,57513,0,0,59,735,40,183,52,20,1000,30,1030,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,Widow,PHD
2132,68142,0,1,96,897,126,196,91,112,1385,37,1422,3,10,4,7,6,0,0,0,0,0,0,0,56,2828,Together,Graduation
2133,7500,0,1,61,5,2,3,3,0,8,5,13,1,1,0,2,8,0,0,0,0,0,0,0,41,2828,Married,Graduation
2134,83145,0,0,14,777,35,731,39,137,1605,114,1719,1,5,9,11,2,0,0,0,0,1,1,0,46,2804,Together,Graduation
2135,54197,0,1,16,162,6,37,6,13,211,13,224,2,1,3,6,1,0,0,0,0,0,0,0,60,2246,Married,Master
2136,23091,1,1,98,35,0,11,0,0,44,2,46,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,Single,PHD
2137,46049,1,1,11,342,9,112,19,14,477,19,496,10,5,2,9,7,0,0,0,0,0,0,0,44,2502,Married,Graduation
2138,56715,0,0,52,258,105,239,237,172,1002,9,1011,1,7,3,4,4,0,0,0,0,0,0,0,46,2730,Together,Graduation
2139,79410,0,0,19,658,80,483,123,13,1344,13,1357,1,3,2,5,1,0,0,0,0,0,0,0,59,2190,Married,Graduation
2140,57304,0,1,61,356,80,329,138,17,814,106,920,2,7,6,10,5,0,0,0,0,0,0,0,69,2634,Married,Graduation
2141,44375,0,1,73,213,5,28,7,7,219,41,260,1,4,1,6,5,0,0,0,0,0,0,0,55,2257,Married,Graduation
2142,54450,1,1,0,454,0,171,8,19,620,32,652,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,Together,Graduation
2143,59594,0,1,74,457,4,29,0,0,481,9,490,1,8,1,7,7,0,0,0,1,0,1,0,55,2776,Married,Graduation
2144,80685,0,0,55,241,45,604,34,26,896,54,950,1,6,4,10,2,0,0,0,0,0,0,0,26,2835,Together,Graduation
2145,40344,0,1,48,210,0,6,0,0,214,2,216,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,Married,PHD
2146,62710,0,1,53,441,35,83,7,29,584,11,595,4,4,2,12,4,0,0,0,0,0,0,0,48,2561,Married,Graduation
2147,48985,0,1,13,19,13,18,10,7,59,8,67,1,1,1,3,3,0,0,0,0,0,0,0,52,2518,Married,2n Cycle
2148,35322,1,2,34,28,9,37,12,7,80,13,93,3,2,0,4,8,0,0,0,0,0,0,0,52,2835,Together,Graduation
2149,77142,0,0,54,476,75,162,29,151,796,97,893,1,4,4,8,2,0,0,0,0,0,0,0,72,2555,Married,Graduation
2150,81657,0,0,69,364,40,425,158,60,997,50,1047,1,3,4,8,1,0,0,0,0,0,0,0,51,2317,Single,Graduation
2151,14421,0,0,81,0,0,2,3,3,0,8,8,1,1,0,2,5,0,0,1,0,0,1,0,24,2291,Married,Basic
2152,20130,0,0,99,0,6,3,7,6,10,12,22,1,1,0,3,8,0,0,0,0,0,0,0,46,2263,Married,2n Cycle
2153,74214,0,0,3,863,83,547,86,99,1645,33,1678,1,8,2,5,5,0,0,0,0,0,0,0,30,2831,Married,PHD
2154,66726,1,1,61,349,7,35,0,0,344,47,391,3,8,2,4,7,0,0,0,1,0,1,0,63,2327,Married,Master
2155,23724,1,0,65,5,23,15,0,18,47,14,61,2,2,0,3,8,0,0,0,0,0,0,0,41,2696,Together,Basic
2156,47353,0,1,93,184,2,19,8,8,217,4,221,3,2,2,6,5,0,0,0,0,0,0,0,60,2387,Married,Master
2157,33444,1,1,24,8,0,8,0,0,14,2,16,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,Married,Master
2158,54386,0,1,8,277,21,64,62,21,420,25,445,2,3,2,10,3,0,0,0,0,0,0,0,39,2567,Married,Graduation
2159,28510,1,1,72,44,5,19,0,4,53,19,72,3,2,0,4,5,0,0,0,0,0,0,0,39,2601,Divorced,Graduation
2160,90638,0,0,29,1156,120,915,94,144,2333,96,2429,1,3,4,10,1,0,0,0,0,1,1,0,29,2295,Single,Master
2161,48070,0,1,33,373,14,83,6,9,466,19,485,3,8,2,6,7,0,0,0,0,0,0,1,70,2691,Together,Graduation
2162,43140,0,1,68,134,8,76,6,0,213,11,224,1,4,1,5,6,0,0,0,0,0,0,0,63,2699,Married,Graduation
2163,54959,0,1,55,1148,0,60,0,0,1184,24,1208,3,9,5,4,7,0,0,0,1,0,1,0,59,2685,Divorced,PHD
2164,15056,1,1,76,6,12,3,21,6,8,40,48,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,Single,Basic
2165,26954,1,0,17,4,1,11,0,0,15,1,16,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,Single,Graduation
2166,22327,1,0,94,5,4,8,2,0,14,5,19,1,1,0,3,5,0,0,0,0,0,0,0,35,2490,Single,Graduation
2167,44393,1,1,86,24,2,20,2,2,40,10,50,2,1,0,4,4,0,0,0,0,0,0,0,55,2470,Married,Graduation
2168,62000,0,1,25,899,0,101,0,0,980,20,1000,1,6,6,13,4,1,0,0,0,0,1,0,68,2467,Single,PHD
2169,31497,0,1,22,108,1,28,13,1,147,4,151,2,3,1,4,8,0,0,0,0,0,0,0,58,2729,Together,PHD
2170,45894,0,2,15,27,2,7,0,2,25,13,38,1,1,0,3,5,0,0,0,0,0,0,0,46,2281,Married,2n Cycle
2171,78579,0,0,35,816,66,549,216,66,1614,99,1713,1,5,6,4,3,0,0,0,0,0,0,0,50,2713,Divorced,Master
2172,67369,0,1,81,1298,0,70,37,14,1377,42,1419,4,7,4,10,4,0,0,0,1,1,2,0,51,2748,Widow,Master
2173,58401,0,1,55,10,0,11,17,29,38,29,67,1,1,2,2,4,0,0,0,0,0,0,0,60,2229,Divorced,Graduation
2174,62307,0,1,94,87,13,34,10,6,140,10,150,1,4,0,4,5,0,0,0,0,0,0,0,68,2291,Single,Graduation
2175,43641,1,1,50,57,2,51,4,2,93,23,116,3,2,1,4,6,0,0,0,0,0,0,0,51,2592,Married,Master
2176,63841,0,1,64,635,15,100,20,7,646,131,777,1,9,3,9,6,0,0,0,0,0,0,0,52,2593,Divorced,Master
2177,46891,0,1,91,43,12,23,29,15,61,61,122,1,2,1,4,4,0,0,0,0,0,0,0,55,2460,Married,2n Cycle
2178,70091,1,0,11,964,34,137,15,0,1139,11,1150,2,5,2,10,8,0,0,0,1,0,1,0,51,2614,Married,Master
2179,78075,0,0,72,572,8,259,34,35,828,80,908,1,3,5,5,1,0,0,0,0,0,0,0,48,2244,Married,PHD
2180,59184,0,1,6,341,142,113,259,151,940,66,1006,3,6,6,12,5,0,0,0,0,0,0,0,59,2817,Widow,2n Cycle
2181,54809,1,1,0,63,6,57,13,13,130,22,152,4,2,1,5,4,0,0,0,0,0,0,0,43,2450,Married,Graduation
2182,58113,0,1,66,221,104,169,102,78,590,84,674,3,9,2,8,7,0,0,0,0,0,0,1,61,2679,Married,Graduation
2183,51412,0,1,42,140,3,29,4,5,167,14,181,2,3,2,4,4,0,0,0,0,0,0,0,62,2339,Married,Master
2184,15287,1,0,60,1,2,8,4,3,5,13,18,2,1,1,2,7,0,0,1,0,0,1,0,41,2786,Divorced,Graduation
2185,66636,0,0,64,291,10,689,84,10,1084,0,1084,1,3,4,9,1,0,0,0,0,0,0,0,63,2475,Together,Master
2186,50965,0,1,87,544,13,85,8,6,627,29,656,3,10,4,5,8,0,0,1,0,0,1,0,64,2653,Married,Master
2187,84618,0,0,96,684,100,801,21,66,1672,0,1672,1,6,9,10,2,0,0,0,0,1,1,0,55,2378,Married,PHD
2188,18351,0,0,1,1,12,9,0,14,29,7,36,1,2,0,3,7,0,0,0,0,0,0,0,30,2402,Married,Graduation
2189,40451,0,2,54,35,0,4,0,0,29,10,39,1,1,1,2,5,0,0,1,0,0,1,0,63,2292,Together,PHD
2190,36317,0,1,53,87,3,25,3,2,107,13,120,2,3,0,4,7,0,0,0,0,0,0,0,55,2562,Together,Graduation
2191,42213,0,1,96,309,3,24,4,3,323,20,343,2,5,1,7,7,0,0,0,1,0,1,0,63,2419,Together,Graduation
2192,65748,0,1,58,172,73,93,95,78,477,34,511,2,2,4,10,1,0,0,0,0,0,0,1,65,2599,Together,Graduation
2193,77044,0,1,12,625,38,242,50,34,913,76,989,2,7,11,11,4,0,0,1,0,0,1,0,48,2404,Together,Graduation
2194,74918,0,0,78,972,59,913,25,19,1929,59,1988,1,5,9,6,3,0,0,0,0,1,1,0,51,2633,Together,Graduation
2195,56721,1,1,64,157,6,39,6,13,146,75,221,5,4,1,5,6,0,0,0,0,0,0,0,48,2765,Married,Graduation
2196,42160,1,1,26,48,9,45,3,15,100,20,120,4,2,1,4,6,0,0,0,0,0,0,0,45,2525,Single,Graduation
2197,61559,0,1,8,279,83,88,32,14,462,34,496,1,4,2,10,3,0,0,0,0,0,0,0,55,2506,Single,Graduation
2198,33629,1,1,49,132,0,16,0,0,144,4,148,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,Together,PHD
2199,68682,0,0,56,919,0,505,99,30,1508,45,1553,1,4,9,10,2,0,0,0,0,0,0,0,29,2425,Together,PHD
2200,34377,0,1,55,62,0,22,3,1,62,26,88,2,2,2,2,7,0,0,0,0,0,0,0,57,2685,Single,Graduation
2201,8940,1,0,25,1,45,3,4,6,17,42,59,3,3,1,3,8,0,0,0,0,0,0,0,34,2835,Single,Basic
2202,26228,1,0,50,2,6,4,3,1,7,9,16,1,1,0,2,8,0,0,0,0,0,0,0,47,2439,Married,Graduation
2203,77297,0,0,84,408,61,109,48,122,707,41,748,1,5,7,9,4,1,0,0,0,0,1,0,63,2678,Divorced,2n Cycle
2204,40211,1,1,30,51,1,7,2,1,37,25,62,2,2,1,2,8,0,0,1,0,0,1,0,39,2493,Married,Graduation
2205,33438,1,1,81,62,1,16,3,2,78,6,84,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,Widow,PHD
2206,75032,0,1,74,952,12,180,47,12,1191,12,1203,2,5,4,9,3,0,0,0,0,0,0,0,61,2586,Married,PHD
2207,61284,0,0,76,618,15,106,20,7,721,45,766,1,11,2,8,6,0,0,0,1,0,1,0,65,2419,Single,PHD
2208,22518,1,0,36,11,7,12,2,2,7,27,34,2,2,1,2,5,0,0,1,0,0,1,0,34,2774,Married,Graduation
2209,54730,0,1,64,318,3,17,4,7,293,56,349,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,Married,Master
2210,38452,1,1,62,56,0,14,0,0,68,2,70,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,Married,Master
2211,44421,1,1,53,110,5,59,7,1,175,7,182,5,5,0,4,8,0,0,0,0,0,0,0,49,2658,Divorced,Graduation
2212,38197,1,0,86,23,0,11,2,1,34,3,37,1,1,0,3,5,0,0,0,0,0,0,0,34,2524,Together,PHD
2213,41986,0,1,15,27,5,8,8,3,39,12,51,3,3,0,4,4,0,0,0,0,0,0,0,42,2299,Divorced,Graduation
2214,28427,1,0,67,18,3,19,3,3,40,6,46,2,2,0,3,8,0,0,0,0,0,0,0,37,2624,Together,Graduation
2215,37395,1,0,47,18,0,9,0,1,17,11,28,1,1,0,3,6,0,0,0,0,0,0,0,44,2217,Together,PHD
2216,64722,1,0,47,303,0,280,60,147,775,15,790,4,8,2,11,6,0,0,0,0,0,0,0,49,2193,Married,Graduation
2217,55249,0,1,81,97,1,19,2,0,108,11,119,1,2,1,4,3,0,0,0,0,0,0,0,64,2232,Together,Master
2218,84906,0,0,98,997,15,414,99,30,1479,76,1555,1,5,6,12,2,0,1,0,1,1,3,0,48,2427,Together,Graduation
2219,28691,1,0,56,5,4,13,8,0,26,4,30,1,1,0,3,8,0,0,0,0,0,0,0,31,2519,Married,Graduation
2220,44213,1,1,48,95,11,35,0,4,138,7,145,4,2,1,5,6,0,0,0,0,0,0,0,68,2371,Single,Graduation
2221,25707,1,0,18,1,6,2,3,6,15,3,18,1,1,0,3,7,0,0,0,0,0,0,0,36,2321,Single,Basic
2222,59062,2,1,74,46,1,12,3,0,53,9,62,2,2,0,3,4,0,0,0,0,0,0,0,53,2428,Married,PHD
2223,76624,0,1,68,411,106,147,54,115,767,66,833,1,5,10,7,1,0,0,1,0,0,1,0,58,2195,Single,Graduation
2224,66000,0,0,36,244,51,270,101,0,621,45,666,1,1,3,5,1,0,0,0,0,0,0,0,73,2229,Together,Master
2225,27683,1,0,90,152,9,121,12,12,261,45,306,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,Together,PHD
2226,1730,0,0,65,1,1,3,1,1,6,1,7,15,0,0,0,20,0,0,0,0,0,0,0,49,2201,Divorced,Graduation
2227,7500,1,0,63,10,17,18,8,26,39,40,79,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,Single,Basic
2228,40521,1,1,82,12,0,5,0,0,13,4,17,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,Together,Graduation
2229,20427,1,0,63,5,0,4,0,0,8,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,Together,PHD
2230,65106,0,1,55,790,19,133,12,0,935,19,954,3,8,3,13,6,0,0,0,1,0,1,0,45,2195,Married,Graduation
2231,69969,0,0,64,882,29,514,38,29,1448,44,1492,1,4,2,6,3,1,0,0,0,1,2,0,55,2465,Married,PHD
2232,67433,0,2,51,615,28,259,12,48,932,30,962,4,6,5,13,4,0,0,0,1,0,1,0,68,2507,Married,Graduation
2233,77766,0,1,97,1004,59,265,115,59,1475,27,1502,2,11,10,11,6,0,0,1,0,0,1,0,53,2651,Married,PHD
2234,74716,0,1,92,133,27,421,13,195,718,71,789,2,7,3,5,4,0,0,0,0,0,0,0,48,2449,Married,Graduation
2235,68118,0,1,51,595,23,123,10,23,620,154,774,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,Divorced,Graduation
2236,55158,1,1,72,293,0,87,4,11,372,23,395,4,7,2,5,7,0,0,0,0,0,0,0,50,2858,Married,PHD
2237,62972,0,1,39,313,15,47,20,0,203,192,395,2,7,4,3,6,0,0,0,0,0,0,0,65,2854,Married,2n Cycle
2238,74190,0,1,49,151,81,86,168,91,513,64,577,2,4,2,11,2,0,0,0,0,0,0,0,45,2207,Married,Graduation
2239,39356,1,1,21,15,0,2,0,0,11,6,17,1,1,0,2,6,0,0,1,0,0,1,0,44,2261,Married,Graduation
2240,76653,0,0,91,736,63,946,219,189,2027,126,2153,1,4,7,11,2,1,0,0,0,1,2,0,51,2476,Together,Graduation
2241,35860,1,1,37,15,0,8,4,2,9,20,29,2,1,1,2,5,0,0,1,0,0,1,0,47,2200,Divorced,PHD
2242,90687,0,0,98,982,17,672,23,34,1677,51,1728,1,6,2,8,2,0,0,0,0,1,1,0,37,2562,Divorced,PHD
2243,73450,0,0,85,1142,51,415,90,69,1730,37,1767,1,7,8,11,3,1,0,1,0,0,2,0,38,2365,Together,Master
2244,31454,1,1,40,28,0,11,0,0,30,9,39,3,2,0,3,8,0,0,0,0,0,0,0,60,2517,Married,Graduation
2245,47139,1,1,2,46,0,12,0,2,37,23,60,2,2,1,2,7,0,0,0,0,0,0,0,68,2274,Single,Graduation
2246,83829,0,0,78,897,161,430,186,161,1808,27,1835,0,4,7,6,1,1,0,1,0,1,3,0,45,2423,Divorced,Graduation
2247,53378,1,1,41,489,6,152,8,6,529,132,661,10,9,4,6,8,0,0,0,0,0,0,0,57,2802,Married,PHD
2248,19656,1,0,94,25,4,9,6,8,20,32,52,3,2,1,3,7,0,0,0,0,0,0,0,50,2665,Together,Graduation
2249,45579,0,1,10,145,1,33,2,1,181,1,182,1,4,1,4,6,0,0,0,0,0,0,0,72,2472,Married,PHD
2250,85485,0,0,73,630,26,611,44,18,1275,54,1329,1,6,6,6,2,0,0,0,0,0,0,0,62,2167,Single,2n Cycle
2251,55956,0,0,22,760,38,104,50,9,923,38,961,2,7,3,4,4,0,0,0,1,0,1,0,76,2242,Married,Graduation
2252,64191,0,1,30,420,15,186,151,38,795,15,810,3,5,3,13,3,0,0,0,0,0,0,0,57,2682,Single,Master
2253,38808,1,0,21,125,17,52,3,19,186,30,216,4,5,1,4,8,0,0,1,0,0,1,0,48,2831,Single,Graduation
2254,57183,1,1,51,464,5,64,7,0,470,70,540,8,9,1,7,8,0,0,0,0,0,0,0,54,2626,Married,Master
2255,23748,1,0,97,6,6,29,12,15,60,8,68,3,2,1,3,8,0,0,0,0,0,0,0,52,2744,Divorced,Master
2256,66303,0,1,56,1090,12,96,16,12,1166,60,1226,4,3,4,11,8,0,0,0,1,0,1,0,49,2647,Married,Graduation
2257,37368,1,0,4,3,2,11,2,2,10,10,20,1,1,0,2,6,0,0,1,0,0,1,0,45,2354,Married,Master
2258,40800,1,2,77,24,0,27,8,30,79,10,89,2,3,0,3,7,0,0,0,0,0,0,1,56,2703,Married,Graduation
2259,71847,0,0,95,737,21,106,55,63,772,210,982,0,6,7,9,3,1,0,0,0,0,1,0,42,2805,Divorced,Graduation
2260,46149,0,1,36,254,6,71,4,0,308,27,335,5,5,1,7,5,0,0,0,0,0,0,0,45,2371,Married,Graduation
2261,78687,0,0,13,817,185,687,145,55,1648,241,1889,1,4,6,8,2,0,0,0,0,1,1,0,37,2848,Together,Graduation
2262,49118,0,0,90,620,54,239,99,98,991,119,1110,2,9,7,10,7,0,1,0,1,0,2,0,49,2839,Divorced,2n Cycle
2263,37633,1,1,49,13,4,20,0,0,36,1,37,2,1,0,3,9,0,0,0,0,0,0,0,63,2806,Married,PHD
2264,39767,0,0,18,113,61,204,34,26,391,47,438,2,7,1,7,8,0,0,0,0,0,0,0,69,2502,Together,Master
2265,26997,0,0,89,7,23,78,133,49,146,144,290,2,4,2,5,7,0,0,0,0,0,0,0,69,2760,Married,Basic
2266,33986,1,0,43,16,2,18,2,1,34,5,39,1,1,0,3,7,0,0,0,0,0,0,0,50,2631,Divorced,Graduation
2267,57091,0,1,82,462,0,24,6,0,488,4,492,2,9,2,5,7,0,0,0,1,0,1,0,48,2742,Married,PHD
2268,46831,1,1,84,22,2,10,6,4,10,34,44,2,1,2,2,4,0,0,0,0,0,0,0,51,2545,Married,2n Cycle
2269,83151,0,0,80,968,147,842,137,42,1926,210,2136,1,5,7,10,2,1,0,1,0,1,3,0,48,2663,Married,Master
2270,52531,0,0,68,283,112,151,51,72,544,125,669,2,7,2,10,6,0,0,0,0,0,0,0,49,2705,Married,Graduation
2271,15759,0,0,12,1,2,5,6,0,11,3,14,1,1,0,2,7,0,0,0,0,0,0,0,64,2456,Married,Graduation
2272,22804,1,0,75,14,1,7,2,1,24,1,25,1,2,0,2,9,0,0,0,0,0,0,0,49,2492,Single,Graduation
2273,43050,1,0,10,30,5,24,6,3,60,8,68,2,2,0,4,5,0,0,0,0,0,0,0,47,2262,Married,2n Cycle
2274,42997,1,1,91,4,0,5,0,1,5,5,10,1,1,0,2,7,0,0,0,0,0,0,0,43,2363,Single,PHD
2275,48918,1,1,21,52,0,9,0,0,60,1,61,2,1,0,4,4,0,0,0,0,0,0,0,57,2237,Single,PHD
2276,60033,0,1,28,62,1,57,19,11,102,48,150,2,2,1,5,2,0,0,0,0,0,0,0,66,2251,Together,Master
2277,34043,1,0,97,20,2,14,3,0,29,10,39,1,2,0,2,9,0,0,0,0,0,0,0,42,2406,Together,PHD
2278,57811,0,1,49,545,7,114,37,21,646,78,724,5,7,2,11,5,0,0,0,1,0,1,0,54,2529,Together,Graduation
2279,78569,0,0,14,558,79,622,207,175,1546,95,1641,1,4,6,4,1,0,0,0,0,1,1,0,74,2289,Married,Graduation
2280,7500,1,1,5,6,5,4,13,4,7,25,32,4,2,1,3,6,0,0,0,0,0,0,0,42,2708,Single,Graduation
2281,94384,0,0,62,1111,24,790,160,45,1958,172,2130,0,5,8,5,2,1,0,0,1,1,3,0,67,2641,Together,Graduation
2282,23148,0,0,83,4,6,8,6,3,17,10,27,1,2,0,3,7,0,0,0,0,0,0,0,35,2290,Married,2n Cycle
2283,44267,1,1,48,183,5,65,3,5,212,49,261,5,5,2,4,9,0,0,0,0,0,0,0,50,2648,Divorced,Graduation
2284,71626,0,0,94,546,72,376,94,145,1161,72,1233,1,5,5,8,3,0,0,0,1,0,1,0,41,2764,Married,Graduation
2285,60894,0,1,61,606,7,155,10,0,724,54,778,5,10,3,8,7,0,0,0,0,0,0,0,54,2525,Together,Graduation
2286,50200,1,1,70,266,6,51,8,6,273,64,337,6,7,1,5,8,0,0,0,0,0,0,0,44,2611,Together,Graduation
